"Compulsive","Gender"
"no","Female"
"no","Female"
"no","Female"
"no","Female"
"no","Female"
"no","Female"
"no","Female"
"no","Female"
"no","Female"
"no","Female"
"no","Female"
"no","Female"
"no","Female"
"no","Female"
"no","Female"
"no","Female"
"no","Female"
"no","Female"
"no","Female"
"no","Female"
"no","Female"
"no","Female"
"no","Female"
"no","Female"
"no","Female"
"no","Female"
"no","Female"
"no","Female"
"no","Female"
"no","Female"
"no","Female"
"no","Female"
"no","Female"
"no","Female"
"no","Female"
"no","Female"
"no","Female"
"no","Female"
"no","Female"
"no","Female"
"no","Female"
"no","Female"
"no","Female"
"no","Female"
"no","Female"
"no","Female"
"no","Female"
"no","Female"
"no","Female"
"no","Female"
"no","Female"
"no","Female"
"no","Female"
"no","Female"
"no","Female"
"no","Female"
"no","Female"
"no","Female"
"no","Female"
"no","Female"
"no","Female"
"no","Female"
"no","Female"
"no","Female"
"no","Female"
"no","Female"
"no","Female"
"no","Female"
"no","Female"
"no","Female"
"no","Female"
"no","Female"
"no","Female"
"no","Female"
"no","Female"
"no","Female"
"no","Female"
"no","Female"
"no","Female"
"no","Female"
"no","Female"
"no","Female"
"no","Female"
"no","Female"
"no","Female"
"no","Female"
"no","Female"
"no","Female"
"no","Female"
"no","Female"
"no","Female"
"no","Female"
"no","Female"
"no","Female"
"no","Female"
"no","Female"
"no","Female"
"no","Female"
"no","Female"
"no","Female"
"no","Female"
"no","Female"
"no","Female"
"no","Female"
"no","Female"
"no","Female"
"no","Female"
"no","Female"
"no","Female"
"no","Female"
"no","Female"
"no","Female"
"no","Female"
"no","Female"
"no","Female"
"no","Female"
"no","Female"
"no","Female"
"no","Female"
"no","Female"
"no","Female"
"no","Female"
"no","Female"
"no","Female"
"no","Female"
"no","Female"
"no","Female"
"no","Female"
"no","Female"
"no","Female"
"no","Female"
"no","Female"
"no","Female"
"no","Female"
"no","Female"
"no","Female"
"no","Female"
"no","Female"
"no","Female"
"no","Female"
"no","Female"
"no","Female"
"no","Female"
"no","Female"
"no","Female"
"no","Female"
"no","Female"
"no","Female"
"no","Female"
"no","Female"
"no","Female"
"no","Female"
"no","Female"
"no","Female"
"no","Female"
"no","Female"
"no","Female"
"no","Female"
"no","Female"
"no","Female"
"no","Female"
"no","Female"
"no","Female"
"no","Female"
"no","Female"
"no","Female"
"no","Female"
"no","Female"
"no","Female"
"no","Female"
"no","Female"
"no","Female"
"no","Female"
"no","Female"
"no","Female"
"no","Female"
"no","Female"
"no","Female"
"no","Female"
"no","Female"
"no","Female"
"no","Female"
"no","Female"
"no","Female"
"no","Female"
"no","Female"
"no","Female"
"no","Female"
"no","Female"
"no","Female"
"no","Female"
"no","Female"
"no","Female"
"no","Female"
"no","Female"
"no","Female"
"no","Female"
"no","Female"
"no","Female"
"no","Female"
"no","Female"
"no","Female"
"no","Female"
"no","Female"
"no","Female"
"no","Female"
"no","Female"
"no","Female"
"no","Female"
"no","Female"
"no","Female"
"no","Female"
"no","Female"
"no","Female"
"no","Female"
"no","Female"
"no","Female"
"no","Female"
"no","Female"
"no","Female"
"no","Female"
"no","Female"
"no","Female"
"no","Female"
"no","Female"
"no","Female"
"no","Female"
"no","Female"
"no","Female"
"no","Female"
"no","Female"
"no","Female"
"no","Female"
"no","Female"
"no","Female"
"no","Female"
"no","Female"
"no","Female"
"no","Female"
"no","Female"
"no","Female"
"no","Female"
"no","Female"
"no","Female"
"no","Female"
"no","Female"
"no","Female"
"no","Female"
"no","Female"
"no","Female"
"no","Female"
"no","Female"
"no","Female"
"no","Female"
"no","Female"
"no","Female"
"no","Female"
"no","Female"
"no","Female"
"no","Female"
"no","Female"
"no","Female"
"no","Female"
"no","Female"
"no","Female"
"no","Female"
"no","Female"
"no","Female"
"no","Female"
"no","Female"
"no","Female"
"no","Female"
"no","Female"
"no","Female"
"no","Female"
"no","Female"
"no","Female"
"no","Female"
"no","Female"
"no","Female"
"no","Female"
"no","Female"
"no","Female"
"no","Female"
"no","Female"
"no","Female"
"no","Female"
"no","Female"
"no","Female"
"no","Female"
"no","Female"
"no","Female"
"no","Female"
"no","Female"
"no","Female"
"no","Female"
"no","Female"
"no","Female"
"no","Female"
"no","Female"
"no","Female"
"no","Female"
"no","Female"
"no","Female"
"no","Female"
"no","Female"
"no","Female"
"no","Female"
"no","Female"
"no","Female"
"no","Female"
"no","Female"
"no","Female"
"no","Female"
"no","Female"
"no","Female"
"no","Female"
"no","Female"
"no","Female"
"no","Female"
"no","Female"
"no","Female"
"no","Female"
"no","Female"
